structure,tense
"DT,NNS,VBD,VBN,VBG,IN,DT,NN,NN,IN,DT,NNS,VBD,VBN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,DT,NN,NN,IN,NNS,IN,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,DT,NN,NN,NN,IN,NNS",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,DT,NNS,IN,NNS,IN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,IN,PRP,VBD,JJ",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,JJ,NNS,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,JJR,NNS,CC,VBG,NNS",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,JJR,NNS,IN,NNS,WRB,DT,NN,VBD,TO,VB",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,PRP$,NNS,IN,DT,NN,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,IN,PRP$,NNS,IN,NNS,IN,DT,NNS,VBD,VBN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,JJ,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,JJ,IN,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,JJ,IN,DT,NNS,NN,VBD,VBN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,JJ,IN,NNS,IN,PRP,VBD,VBN,RB",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,JJ,IN,NNS,WRB,PRP,VBD,JJ",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,JJ,IN,NNS,WRB,PRP,VBD,VBG",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,NN,IN,DT,NN,IN,PRP,VBD,VBG",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,NN,NNS,IN,NNS,IN,PRP$,NNS,VBD,PRP,TO,VB,TO,VB",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,NNS,IN,DT,NN,IN,NNS,IN,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,NNS,TO,VB,DT,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,NNS,TO,VB,DT,NN,IN,DT,NN,IN,PRP,VBD,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,PRP$,NNS,IN,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,RB,,,VBG,TO,VB,DT,JJ,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,RB,DT,NN,IN,DT,JJ,NN,VBD",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,RB,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,RB,IN,DT,JJ,NN,VBD",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,RB,IN,DT,NN,NN,NN",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,RB,IN,DT,NN,NN,NN,TO,VB",PAST_PERFECT_CONTINUES
"DT,NNS,VBD,VBN,VBG,VBG,NN,NNS,IN,DT,NN,VBD,PRP",PAST_PERFECT_CONTINUES
"IN,DT,NN,,,DT,NN,VBD,VBN,VBG,PRP$,NNS,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,DT,NN,VBD,,,DT,NN,NN,VBD,VBN,VBG,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,DT,NN,VBD,,,DT,NN,VBD,VBN,VBG,IN,CD,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,DT,NN,VBD,,,DT,NN,VBD,VBN,VBG,NN,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,DT,NN,VBD,,,DT,NN,VBD,VBN,VBG,RB,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,DT,NN,VBD,,,DT,NNS,VBD,VBN,VBG,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,DT,NNS,VBD,,,DT,NN,VBD,VBN,VBG,DT,NN,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,NN,,,DT,NN,VBD,VBN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,NN,,,DT,NNS,VBD,VBN,VBG,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,,,DT,NN,VBD,VBN,VBG,IN,IN,DT,JJ,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,,,PRP,VBD,VBN,VBG,IN,DT,NN,IN,PDT,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,,,PRP,VBD,VBN,VBG,NN,IN,CD,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,,,PRP,VBD,VBN,VBG,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,DT,NN,VBD,VBN,RB,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,PRP",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,DT,NN,VBD,VBN,VBG,RB",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,PRP$,NN,VBD,VBN,VBN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,PRP,VBD,VBN,VBG,IN,CD,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,PRP,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,PRP,VBD,VBN,VBG,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,,,PRP,VBD,VBN,VBG,IN,PRP,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,IN,DT,NN,,,DT,NN,VBD,VBN,VBG",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,DT,NN,IN,DT,NN,,,PRP,VBD,VBN,VBG,IN,CD,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,DT,JJ,NNS,VBD,VBN,VBG,NNS,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,PDT,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,DT,NNS,VBD,VBN,VBG,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,JJS,IN,DT,NN,VBD,VBN,VBN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,JJS,IN,DT,NNS,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,NN,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,,,PRP$,NN,VBD,VBN,VBN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,DT,NN,NN,,,DT,NNS,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,IN,NN,,,PRP,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,NN,,,PRP$,NN,VBD,VBN,VBG,NN,IN,CD,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,PRP$,NN,,,DT,NN,VBD,VBN,VBG,RB",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,PRP$,NN,,,PRP$,JJ,NN,NN,VBD,VBN,VBG,IN,CD,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,PRP,NN,,,DT,NN,VBD,VBN,VBG,RB",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,RB,,,DT,NNS,VBD,VBN,VBG,IN,DT,NN,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,RB,,,PRP$,NN,VBD,VBN,VBG,NNS,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,RB,,,PRP,NN,VBD,VBN,VBG,NN,IN,RB,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,TO,DT,NN,,,DT,JJ,NNS,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,TO,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,TO,DT,NN,,,DT,NN,VBD,VBN,VBG,IN,PDT,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,TO,DT,NN,,,DT,NN,VBD,VBN,VBG,NNS,IN,DT,NN",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,TO,DT,NN,,,DT,NN,VBD,VBN,VBG,RB",PAST_PERFECT_CONTINUES
"IN,DT,NN,PRP,VBD,TO,DT,NN,,,DT,NNS,VBD,VBN,VBG,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NN,VBD,,,DT,NNS,VBD,VBN,VBG,DT,NN,RB",PAST_PERFECT_CONTINUES
"IN,DT,NN,VBD,,,DT,NNS,VBD,VBN,VBG,RB,IN",PAST_PERFECT_CONTINUES
"IN,DT,NN,VBD,,,PRP,VBD,VBN,VBG,PRP$,NNS,IN,NNS",PAST_PERFECT_CONTINUES
"IN,DT,NNS,,,DT,NN,VBD,VBN,VBG,IN,NNS",PAST_PERFECT_CONTINUES
"IN,JJ,NN,,,DT,NN,VBD,VBN,IN,DT,NN,PRP,VBD,VBN,VBG,IN",PAST_PERFECT_CONTINUES
"IN,JJ,NNS,,,DT,NN,VBD,VBN,IN,PRP,VBD,VBN,VBG,NN",PAST_PERFECT_CONTINUES
"IN,PRP,VBD,DT,NN,,,PRP,VBD,VBN,VBG,JJ,TO,VB,PRP$,NNS",PAST_PERFECT_CONTINUES
"IN,VBG,IN,NNS,,,PRP,VBD,VBN,VBG,RB,TO,VBG,DT,NN",PAST_PERFECT_CONTINUES
"NNP,PRP,VBN,VBG,DT,NN,IN,PRP,VBD,VBN,.",PAST_PERFECT_CONTINUES
"NNP,PRP,VBN,VBG,DT,NNS,IN,VBG,IN,DT,NN,.",PAST_PERFECT_CONTINUES
"NNP,PRP,VBN,VBG,IN,PRP,IN,PRP,VBD,.",PAST_PERFECT_CONTINUES
"NNP,PRP,VBN,VBG,TO,VB,DT,NN,IN,DT,NN,.",PAST_PERFECT_CONTINUES
"NNP,VBD,VBN,VBG,DT,NN,IN,NNS,IN,PRP$,NN",PAST_PERFECT_CONTINUES
"NNP,VBD,VBN,VBG,IN,DT,NN,IN,IN,DT,NN,WRB,PRP,RB,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,IN,PRP,VBD,VBN,VBG,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,IN,PRP,VBD,VBN,VBG,IN,DT,NN,IN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,IN,PRP,VBD,VBN,VBG,IN,PRP$,NNS,RB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,DT,JJS,NN,VBD,VBN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,DT,NN,IN,NN,VBD,VBN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,DT,NN,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,NN,IN,VBG,PRP,TO,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,NNS,IN,VBG,DT,JJ,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,NNS,IN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,NNS,IN,VBG,PRP,TO,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,PRP$,NN,IN,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,PRP$,NN,IN,NNS,IN,PRP,RB,VBD,VBG,RB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,PRP,VBD,TO,JJ,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,PRP,VBD,VBN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,IN,VBN,IN,PRP,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,JJ,NN,NN,IN,PRP,VBD,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,,,CC,PRP,VBD,RB,VB,DT,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,CC,VBG,JJ,IN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,DT,NN,IN,DT,NNS,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,DT,NN,IN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,IN,CD,NNS,IN,PRP,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,IN,DT,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,IN,DT,NN,VBD,PRP,RP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,IN,DT,NN,VBD,VBG",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,IN,PRP$,JJS,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,IN,VBG,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,DT,NN,NN,IN,VBG,DT,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NN,IN,VBG,TO,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NN,NN,IN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NNS,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NNS,IN,DT,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NNS,IN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NNS,IN,VBG,PRP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,NNS,IN,VBG,PRP,VBD,JJ,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,PDT,DT,NN,WRB,DT,NNP,NN,VBD,VBG",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,PRP$,NN,IN,DT,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,PRP$,NN,POS,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,PRP$,NN,POS,NN,IN,VBG,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,PRP,VBD,NN,POS,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,PRP,VBD,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,IN,VBG,VBN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,JJ,NN,IN,VBG,TO,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,DT,NN,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,CD,NNS,IN,PRP,VBD,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,DT,NN,IN,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,NNS,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,NNS,IN,PRP,VBD,VBN,JJ,TO,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,NNS,IN,PRP,VBG",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,NNS,IN,VBG,PRP,TO,PRP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,PRP$,NN,IN,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,IN,VBG,TO,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NN,RB,IN,DT,NNS,VBN,RP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,NNS,IN,DT,NN,IN,DT,NN,VBD,VBN,TO,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,POS,NN,IN,VBG,NN,RB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,RB,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,RB,IN,NN,RB,MD,VB,PRP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,TO,PRP$,JJ,NN,IN,VBG,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,TO,PRP$,NN,IN,NNS,IN,VBG,PRP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,TO,VB,DT,NN,VBZ,DT,NN,IN,PRP,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,TO,VB,DT,NNS,DT,NN,IN,DT,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,TO,VB,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,TO,VB,PRP$,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,NN,WRB,DT,NN,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,VBG,NN,IN,DT,NN,DT,NN,IN,PRP,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,DT,VBN,NN,IN,DT,NN,IN,VBG,PRP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,CD,NNS,IN,PRP,VBD,TO,VB,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,JJ,NN,IN,NNS,IN,PRP,VBD,CD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,JJ,NN,IN,NNS,IN,PRP,VBD,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,DT,NN,IN,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,DT,NN,IN,PRP$,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,CD,NNS,IN,PRP,VBD,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,CD,NNS,IN,PRP,VBD,TO,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,CD,NNS,IN,VBG,TO,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,DT,JJ,NN,IN,PRP,VBD,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,DT,NN,IN,PRP,VBD,TO,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,DT,NN,IN,PRP,VBD,TO,VB,PRP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,DT,NN,IN,PRP,VBD,TO,VB,TO,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,DT,NN,IN,VBG,RP",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,DT,NN,IN,VBG,TO,DT,JJR,CD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,IN,CD,NNS,WRB,PRP$,NN,VBD,RB,VBN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,IN,DT,NN,WRB,PRP,RB,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,JJ,NNS,IN,PRP,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,JJ,NNS,IN,PRP,VBD,TO,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,,,IN,PRP,VBD,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,PRP,RB,VBD,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,PRP,RB,VBD,VBN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,PRP,VBD,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,PRP,VBD,TO,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,VBG,TO,DT,JJR,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,NNS,IN,VBG,TO,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,IN,PRP,VBD,TO,DT,JJ,NN,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,NN,,,VBG,TO,VB,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,NN,IN,NNS,IN,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,NN,TO,DT,NNS,IN,VBG,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,RB,,,CC,PRP,VBD,RB,VB,IN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,TO,PRP$,NN,NN,IN,NNS",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,TO,VB,IN,VBG,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,WRB,PRP,VBD,TO,VB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NN,WRB,PRP,VBD,TO,VB,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NNS,IN,NNS,WRB,PRP,VBD,DT,JJ,NNS,IN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,NNS,IN,PRP,VBD,VBG,RB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,VBG,NNS,IN,PRP,VBD,PRP,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,DT,VBG,NNS,RB",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NN,IN,DT,NN,NN,IN,IN,DT,NN,IN,PRP,MD,VB,IN,DT,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NNS,IN,DT,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NNS,IN,DT,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NNS,IN,PRP,VBD,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NNS,IN,PRP,VBD,TO,VB,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NNS,WRB,DT,NN,RB,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,NNS,WRB,PRP,RB,VBD,DT,NN,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,PRP$,NN,IN,DT,NN,IN,VBG,PRP,VBD,IN,PRP$,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,PRP$,NN,IN,NNS,IN,VBG,DT,JJ,NN",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,PRP$,NN,NN,IN,NNS,IN,PRP,VBD,RB,JJ",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,PRP$,NNS,IN,DT,NN,NN,IN,DT,NN,VBD",PAST_PERFECT_CONTINUES
"PRP,VBD,VBN,VBG,IN,PRP$,VBN,NN,RB,IN,DT,NN",PAST_PERFECT_CONTINUES
